tornadoNumber,year,month,day,fullDate,time,timeZone,state,stateFIPS,stateNumber,fScale,injuries,fatalities,propertyLoss,cropLoss,startLat,startLon,endLat,endLon,lengthMiles,widthYards,numberOfStates,stateTrack,tornadoSegment,countyFirst,countySecond,countyThird,countyFourth,estFscale
365,2007,4,24,4/24/2007,12:38:00,3,CO,8,14,0,0,0,0,0,38.85,-103.1,38.87,-103.19,2,50,1,1,1,Cheyenne,73,0,0,0
369,2007,4,24,4/24/2007,13:26:00,3,CO,8,16,1,0,0,0.001,0,38.9,-102.31,38.94,-102.41,4.5,25,1,1,1,Cheyenne,0,0,0,0
370,2007,4,24,4/24/2007,13:37:00,3,CO,8,17,0,0,0,0,0,38.9,-102.1,38.94,-102.17,4,25,1,1,1,Cheyenne,0,0,0,0
372,2007,4,24,4/24/2007,13:55:00,3,CO,8,18,0,0,0,0,0,38.96,-102.11,39,-102.25,5,50,1,1,1,Cheyenne,0,0,0,0
373,2007,4,24,4/24/2007,14:00:00,3,CO,8,19,0,0,0,0,0,39,-102.59,39,-102.59,0.5,10,1,1,1,Cheyenne,0,0,0,0
374,2007,4,24,4/24/2007,14:00:00,3,CO,8,20,0,0,0,0,0,39.09,-102.69,39.09,-102.69,0.5,10,1,1,1,Cheyenne,0,0,0,0
822,2008,5,23,5/23/2008,17:33:00,3,CO,8,0,0,0,0,0,0,38.85,-102.05,0,0,0.5,25,1,1,1,Cheyenne,0,0,0,0
1260,2008,6,19,6/19/2008,17:32:00,3,CO,8,0,0,0,0,0,0,38.76,-102.45,0,0,0.5,25,1,1,1,Cheyenne,0,0,0,0
1261,2008,6,19,6/19/2008,17:36:00,3,CO,8,0,0,0,0,0,0,38.76,-102.35,0,0,0.5,25,1,1,1,Cheyenne,0,0,0,0
1262,2008,6,19,6/19/2008,17:36:00,3,CO,8,0,0,0,0,0,0,38.77,-102.6,0,0,0.5,25,1,1,1,Cheyenne,0,0,0,0
102,2010,4,22,4/22/2010,16:24:00,3,CO,8,18,0,0,0,0,0,38.8904,-102.695,38.9223,-102.68,2.33,75,1,1,1,Cheyenne,0,0,0,0
105,2010,4,22,4/22/2010,16:40:00,3,CO,8,19,0,0,0,0,0,38.7515,-102.833,38.7662,-102.817,1.35,50,1,1,1,Cheyenne,0,0,0,0
109,2010,4,22,4/22/2010,17:12:00,3,CO,8,20,0,0,0,0,0,38.8683,-102.662,38.8803,-102.617,2.59,75,1,1,1,Cheyenne,0,0,0,0
115,2010,4,22,4/22/2010,17:52:00,3,CO,8,21,0,0,0,0,0,39.0071,-102.535,39.0192,-102.522,1.07,25,1,1,1,Cheyenne,0,0,0,0
116,2010,4,22,4/22/2010,18:05:00,3,CO,8,22,0,0,0,0,0,39.0222,-102.496,39.0365,-102.477,1.42,25,1,1,1,Cheyenne,0,0,0,0
315747,2011,6,18,6/18/2011,15:52:00,3,CO,8,10,0,0,0,0,0,38.9136,-102.95,38.9136,-102.95,0.3,10,1,1,1,Cheyenne,0,0,0,0
315753,2011,6,18,6/18/2011,16:24:00,3,CO,8,11,0,0,0,0,0,38.7791,-102.582,38.7791,-102.582,0.3,10,1,1,1,Cheyenne,0,0,0,0
377039,2012,6,2,6/2/2012,17:16:00,3,CO,8,0,0,0,0,0,0,38.78,-102.58,38.7925,-102.551,1.5,25,1,1,1,Cheyenne,0,0,0,0
446067,2013,5,27,5/27/2013,15:38:00,3,CO,8,0,0,0,0,0,0,38.9441,-102.166,38.9441,-102.166,0.25,50,1,1,1,Cheyenne,0,0,0,0
450003,2013,5,27,5/27/2013,15:49:00,3,CO,8,0,0,0,0,0,0,38.9441,-102.166,38.9441,-102.166,0.25,50,1,1,1,Cheyenne,0,0,0,0
446071,2013,5,27,5/27/2013,16:37:00,3,CO,8,0,0,0,0,0,0,38.92,-102.35,38.92,-102.35,0.25,50,1,1,1,Cheyenne,0,0,0,0
611630,2015,4,2,4/2/2015,17:50:00,3,CO,8,0,0,0,0,0,0,38.824,-102.8,38.824,-102.8,1,25,1,1,1,Cheyenne,0,0,0,0
573066,2015,5,9,5/9/2015,17:20:00,3,CO,8,0,0,0,0,0,0,38.7043,-102.518,38.7342,-102.519,2.07,10,1,1,1,Cheyenne,0,0,0,0
573067,2015,5,9,5/9/2015,17:35:00,3,CO,8,0,0,0,0,0,0,38.7834,-102.512,38.7977,-102.518,1.04,25,1,1,1,Cheyenne,0,0,0,0
892,2007,8,18,8/18/2007,14:10:00,3,CO,8,55,0,0,0,0,0,39.8,-105.59,39.8,-105.59,0.1,50,1,1,1,Clear Creek,0,0,0,0
391188,2012,7,28,7/28/2012,14:45:00,3,CO,8,0,0,0,0,0,0,39.58,-105.63,39.58,-105.63,0.1,50,1,1,1,Clear Creek,0,0,0,0
292,1953,6,17,6/17/1953,14:30:00,3,CO,8,6,2,0,0,2,0,37.1,-106.1,0,0,1,1417,1,1,1,Conejos,0,0,0,0
903,1990,7,20,7/20/1990,13:50:00,3,CO,8,47,0,0,0,4,0,37.02,-106.13,0,0,1.5,13,1,1,1,Conejos,0,0,0,0
57,2005,4,15,4/15/2005,12:30:00,3,CO,8,1,0,0,0,0,0,37.15,-105.95,37.15,-105.95,0.5,50,1,1,1,Conejos,0,0,0,0
58,2005,4,17,4/17/2005,13:45:00,3,CO,8,2,0,0,0,0,0,37.15,-105.95,37.15,-105.95,0.5,50,1,1,1,Conejos,0,0,0,0
497,1955,7,31,7/31/1955,13:00:00,3,CO,8,18,3,0,0,3,0,37.43,-105.43,0,0,0.5,100,1,1,1,Costilla,0,0,0,0
425,1970,7,12,7/12/1970,17:30:00,3,CO,8,2,0,0,0,3,0,39.17,-103.43,0,0,0.1,10,1,1,1,Costilla,0,0,0,0
202,1980,5,5,5/5/1980,18:00:00,3,CO,8,4,1,0,0,0,0,37.2,-105.67,0,0,2,27,1,1,1,Costilla,0,0,0,0
756,1994,7,15,7/15/1994,14:45:00,3,CO,8,24,0,0,0,0,0,37.22,-105.67,0,0,0.1,10,1,1,1,Costilla,0,0,0,0
827,1995,6,30,6/30/1995,13:55:00,3,CO,8,37,0,0,0,0,0,37.35,-105.52,0,0,0.1,10,1,1,1,Costilla,0,0,0,0
147,1951,6,18,6/18/1951,18:00:00,3,CO,8,7,2,0,0,2,0,38.15,-103.97,38.18,-103.42,29.9,10,1,1,1,Crowley,89,0,0,1
384,1965,5,23,5/23/1965,18:00:00,3,CO,8,6,2,0,0,4,0,38.35,-103.68,38.38,-103.58,5.6,33,1,1,1,Crowley,0,0,0,0
126,1977,4,13,4/13/1977,15:10:00,3,CO,8,5,2,0,0,3,0,38.23,-103.67,38.28,-103.6,5.1,30,1,1,1,Crowley,0,0,0,0
335,1978,5,27,5/27/1978,14:00:00,3,CO,8,6,1,0,0,0,0,38.32,-103.52,0,0,0.5,17,1,1,1,Crowley,0,0,0,0
526,1980,6,10,6/10/1980,18:45:00,3,CO,8,12,1,0,0,0,0,38.35,-103.67,38.35,-103.6,3,50,1,1,1,Crowley,0,0,0,0
282,1986,5,15,5/15/1986,17:15:00,3,CO,8,6,1,0,0,0,0,38.2,-103.67,0,0,0.5,30,1,1,1,Crowley,0,0,0,0
305,1987,6,24,6/24/1987,19:23:00,3,CO,8,22,1,0,0,0,0,38.23,-103.67,0,0,0.5,40,1,1,1,Crowley,0,0,0,0
514,1994,6,9,6/9/1994,22:45:00,3,CO,8,11,0,0,0,0,0,38.2,-103.67,0,0,0.1,10,1,1,1,Crowley,0,0,0,0
515,1994,6,9,6/9/1994,22:55:00,3,CO,8,12,0,0,0,0,0,38.38,-103.78,0,0,0.1,10,1,1,1,Crowley,0,0,0,0
516,1994,6,9,6/9/1994,22:55:00,3,CO,8,13,0,0,0,0,0,38.38,-103.78,0,0,0.1,10,1,1,1,Crowley,0,0,0,0
705,1995,6,7,6/7/1995,21:21:00,3,CO,8,27,0,0,0,0,0,38.2,-103.8,0,0,0.1,10,1,1,1,Crowley,0,0,0,0
564,1997,10,11,10/11/1997,21:07:00,3,CO,8,45,0,0,0,0,0,38.2,-103.85,38.2,-103.85,0.1,50,1,1,1,Crowley,0,0,0,0
253,2004,6,14,6/14/2004,20:03:00,3,CO,8,25,0,0,0,0,0,38.23,-103.53,38.23,-103.53,1,75,1,1,1,Crowley,0,0,0,0
1419,2008,8,13,8/13/2008,17:10:00,3,CO,8,0,0,0,0,0,0,38.45,-103.63,38.45,-103.63,0.26,50,1,1,1,Crowley,0,0,0,0
664,2009,6,11,6/11/2009,18:35:00,3,CO,8,0,0,0,0,0,0,38.2064,-103.524,38.2027,-103.503,1.14,50,1,1,1,Crowley,89,0,0,0
1034,2009,9,3,9/3/2009,15:28:00,3,CO,8,0,0,0,0,0,0,38.2415,-103.694,38.2421,-103.738,2.35,75,1,1,1,Crowley,0,0,0,0
3,1954,2,13,2/13/1954,10:30:00,3,CO,8,1,1,0,0,3,0,38.13,-105.47,0,0,0.5,17,1,1,1,Custer,0,0,0,0
466,1960,7,4,7/4/1960,16:00:00,3,CO,8,12,2,0,0,3,0,38.03,-105.47,0,0,0.1,10,1,1,1,Custer,0,0,0,0
708,1965,7,24,7/24/1965,14:50:00,3,CO,8,29,0,0,0,0,0,38.1,-105.48,0,0,0.1,10,1,1,1,Custer,0,0,0,0
446,1966,8,2,8/2/1966,16:15:00,3,CO,8,8,0,0,0,0,0,38.13,-105.5,0,0,0.1,10,1,1,1,Custer,0,0,0,0
1013,1992,8,30,8/30/1992,17:17:00,3,CO,8,77,0,0,0,0,0,38.12,-105.45,0,0,0.1,10,1,1,1,Custer,0,0,0,0
305,1997,6,4,6/4/1997,17:05:00,3,CO,8,5,0,0,0,0,0,38.12,-105.42,38.12,-105.42,0.1,50,1,1,1,Custer,0,0,0,0
786,2007,6,29,6/29/2007,16:10:00,3,CO,8,40,0,0,0,0,0,38.04,-105.47,38.03,-105.47,1,75,1,1,1,Custer,0,0,0,0
833,1994,7,31,7/31/1994,15:37:00,3,CO,8,38,0,0,0,0,0,38.68,-108.08,0,0,0.1,10,1,1,1,Delta,0,0,0,0
294,2002,9,11,9/11/2002,17:05:00,3,CO,8,24,1,0,0,0.03,0,38.68,-108.15,38.78,-108.13,8,60,1,1,1,Delta,0,0,0,0
49,1966,4,11,4/11/1966,12:00:00,3,CO,8,1,0,0,0,0,0,39.7,-104.93,0,0,0.1,183,1,1,1,Denver,0,0,0,0
403,1967,6,9,6/9/1967,11:50:00,3,CO,8,8,1,0,0,4,0,39.72,-104.95,0,0,0.3,150,1,1,1,Denver,0,0,0,0
324,1981,5,28,5/28/1981,16:48:00,3,CO,8,3,1,0,0,0,0,39.82,-104.88,0,0,0.1,30,1,1,1,Denver,0,0,0,0
570,1982,6,3,6/3/1982,14:36:00,3,CO,8,13,0,0,0,1,0,39.72,-105.02,0,0,0.3,50,1,1,1,Denver,0,0,0,0
393,1986,6,8,6/8/1986,17:10:00,3,CO,8,7,2,6,0,6,0,39.72,-104.9,39.72,-104.85,1.1,50,1,1,1,Denver,5,0,0,0
95,1987,5,12,5/12/1987,18:05:00,3,CO,8,1,1,0,0,4,0,39.73,-104.93,0,0,0.7,20,1,1,1,Denver,0,0,0,0
248,1987,6,12,6/12/1987,15:40:00,3,CO,8,6,0,0,0,0,0,39.73,-104.93,0,0,0.1,20,1,1,1,Denver,0,0,0,0
272,1988,6,15,6/15/1988,17:16:00,3,CO,8,22,2,0,0,6,0,39.73,-104.93,0,0,0.5,400,1,1,1,Denver,0,0,0,0
273,1988,6,15,6/15/1988,17:24:00,3,CO,8,23,3,7,0,7,0,39.73,-104.93,0,0,2.5,200,1,1,1,Denver,0,0,0,0
462,1990,5,29,5/29/1990,13:31:00,3,CO,8,5,0,0,0,4,0,39.73,-104.93,0,0,0.8,20,1,1,1,Denver,0,0,0,0
362,1993,6,2,6/2/1993,12:30:00,3,CO,8,6,1,0,0,4,0,39.72,-104.9,0,0,0.1,50,1,1,1,Denver,0,0,0,0
535,1996,7,9,7/9/1996,15:25:00,3,CO,8,36,0,0,0,0,0,39.87,-104.67,39.87,-104.67,0.1,50,1,1,1,Denver,0,0,0,0
498,2010,5,26,5/26/2010,13:30:00,3,CO,8,46,0,0,0,0,0,39.8502,-104.821,39.8502,-104.821,0.1,50,1,1,1,Denver,0,0,0,0
387761,2012,6,6,6/6/2012,17:05:00,3,CO,8,0,0,0,0,0,0,39.87,-104.67,39.87,-104.67,0.1,50,1,1,1,Denver,0,0,0,0
449960,2013,6,18,6/18/2013,14:21:00,3,CO,8,0,1,0,0,0,0,39.8263,-104.643,39.8578,-104.659,2.4,75,1,1,1,Denver,0,0,0,0
574104,2015,6,24,6/24/2015,16:48:00,3,CO,8,0,1,0,0,0,0,39.7254,-104.904,39.7368,-104.852,2.8,50,1,1,1,Denver,0,0,0,0
375,1953,8,17,8/17/1953,16:00:00,3,CO,8,11,0,0,0,4,0,39.38,-104.75,0,0,2,100,1,1,1,Douglas,0,0,0,0
319,1954,6,6,6/6/1954,14:30:00,3,CO,8,6,1,0,0,2,0,39.52,-104.82,0,0,0.1,17,1,1,1,Douglas,0,0,0,0
333,1961,5,20,5/20/1961,14:50:00,3,CO,8,4,2,2,0,4,0,39.4,-104.87,0,0,2,67,1,1,1,Douglas,0,0,0,0
404,1961,6,5,6/5/1961,21:50:00,3,CO,8,12,0,0,0,0,0,39.27,-104.95,0,0,0.1,10,1,1,1,Douglas,0,0,0,0
428,1965,5,25,5/25/1965,14:00:00,3,CO,8,11,0,0,0,0,0,39.35,-104.67,0,0,0.1,10,1,1,1,Douglas,0,0,0,0
569,1965,6,16,6/16/1965,14:10:00,3,CO,8,15,1,4,0,3,0,39.5,-104.85,0,0,1,33,1,1,1,Douglas,0,0,0,0
714,1965,7,27,7/27/1965,17:00:00,3,CO,8,30,0,0,0,0,0,39.42,-104.83,0,0,0.1,10,1,1,1,Douglas,0,0,0,0
749,1965,8,22,8/22/1965,16:30:00,3,CO,8,31,0,0,0,0,0,39.32,-104.75,0,0,0.1,10,1,1,1,Douglas,0,0,0,0
485,1967,6,14,6/14/1967,14:55:00,3,CO,8,12,0,0,0,0,0,39.52,-104.85,39.55,-104.82,1.3,10,1,1,1,Douglas,0,0,0,0
486,1967,6,14,6/14/1967,16:05:00,3,CO,8,13,0,0,0,0,0,39.57,-104.7,0,0,0.1,10,1,1,1,Douglas,0,0,0,0
106,1969,5,5,5/5/1969,17:40:00,3,CO,8,1,0,0,0,0,0,39.63,-104.75,0,0,0.1,10,1,1,1,Douglas,0,0,0,0
795,1973,7,21,7/21/1973,14:45:00,3,CO,8,5,0,0,0,5,0,39.53,-104.73,0,0,0.3,10,1,1,1,Douglas,0,0,0,0
273,1978,5,17,5/17/1978,14:00:00,3,CO,8,1,0,0,0,3,0,39.52,-104.77,0,0,0.3,17,1,1,1,Douglas,0,0,0,0
594,1978,7,13,7/13/1978,15:50:00,3,CO,8,13,0,0,0,3,0,39.37,-104.87,0,0,0.3,50,1,1,1,Douglas,0,0,0,0
651,1978,7,29,7/29/1978,15:45:00,3,CO,8,16,0,0,0,0,0,39.52,-104.73,0,0,0.3,30,1,1,1,Douglas,0,0,0,0
659,1978,8,1,8/1/1978,18:20:00,3,CO,8,17,1,0,0,3,0,39.55,-104.8,0,0,0.5,50,1,1,1,Douglas,0,0,0,0
66,1979,3,29,3/29/1979,18:15:00,3,CO,8,1,0,0,0,0,0,39.45,-104.8,0,0,0.2,20,1,1,1,Douglas,0,0,0,0
527,1979,7,17,7/17/1979,16:30:00,3,CO,8,28,0,0,0,2,0,39.28,-104.87,0,0,1,50,1,1,1,Douglas,0,0,0,0
529,1979,7,17,7/17/1979,17:15:00,3,CO,8,29,0,0,0,2,0,39.38,-104.77,0,0,1,50,1,1,1,Douglas,0,0,0,0
353,1981,6,3,6/3/1981,15:30:00,3,CO,8,11,1,0,0,0,0,39.35,-104.72,0,0,0.3,40,1,1,1,Douglas,0,0,0,0
641,1981,7,27,7/27/1981,11:30:00,3,CO,8,20,0,0,0,0,0,39.53,-104.95,0,0,0.5,30,1,1,1,Douglas,0,0,0,0
470,1982,5,23,5/23/1982,11:48:00,3,CO,8,5,1,0,0,0,0,39.35,-104.87,0,0,1,100,1,1,1,Douglas,0,0,0,0
807,1982,7,13,7/13/1982,19:40:00,3,CO,8,48,1,0,0,1,0,39.47,-104.78,0,0,0.5,50,1,1,1,Douglas,0,0,0,0
859,1982,8,10,8/10/1982,11:23:00,3,CO,8,56,1,0,0,1,0,39.25,-104.72,0,0,1.5,50,1,1,1,Douglas,0,0,0,0
519,1983,6,13,6/13/1983,10:02:00,3,CO,8,21,0,0,0,1,0,39.55,-104.78,0,0,0.1,17,1,1,1,Douglas,0,0,0,0
449,1984,6,3,6/3/1984,13:40:00,3,CO,8,15,1,0,0,0,0,39.37,-104.75,0,0,0.5,50,1,1,1,Douglas,0,0,0,0
452,1984,6,3,6/3/1984,14:20:00,3,CO,8,18,1,0,0,0,0,39.5,-104.78,0,0,1,50,1,1,1,Douglas,0,0,0,0
608,1984,6,16,6/16/1984,14:10:00,3,CO,8,28,1,0,0,0,0,39.52,-104.77,0,0,0.3,50,1,1,1,Douglas,0,0,0,0
368,1985,6,2,6/2/1985,20:34:00,3,CO,8,7,1,0,0,0,0,39.3,-104.95,0,0,1,50,1,1,1,Douglas,0,0,0,0
394,1985,6,9,6/9/1985,16:30:00,3,CO,8,13,1,0,0,0,0,39.22,-104.83,0,0,0.5,30,1,1,1,Douglas,0,0,0,0
460,1985,7,15,7/15/1985,16:24:00,3,CO,8,16,1,0,0,4,0,39.32,-104.57,0,0,1,30,1,1,1,Douglas,0,0,0,0
467,1985,7,19,7/19/1985,16:07:00,3,CO,8,18,2,0,0,5,0,39.53,-104.87,0,0,0.5,40,1,1,1,Douglas,0,0,0,0
243,1987,6,9,6/9/1987,17:25:00,3,CO,8,5,1,0,0,3,0,39.32,-104.93,0,0,0.5,30,1,1,1,Douglas,0,0,0,0
271,1987,6,18,6/18/1987,18:44:00,3,CO,8,8,1,0,0,0,0,39.37,-104.87,0,0,0.2,20,1,1,1,Douglas,0,0,0,0
277,1987,6,20,6/20/1987,15:05:00,3,CO,8,10,1,0,0,0,0,39.52,-104.87,0,0,0.3,20,1,1,1,Douglas,0,0,0,0
387,1987,7,7,7/7/1987,15:34:00,3,CO,8,29,1,0,0,0,0,39.35,-104.87,0,0,0.2,20,1,1,1,Douglas,0,0,0,0
388,1987,7,7,7/7/1987,15:39:00,3,CO,8,30,1,0,0,0,0,39.35,-104.8,0,0,0.2,20,1,1,1,Douglas,0,0,0,0
389,1987,7,7,7/7/1987,15:44:00,3,CO,8,31,1,0,0,0,0,39.37,-104.87,0,0,0.2,20,1,1,1,Douglas,0,0,0,0
873,1990,7,11,7/11/1990,16:15:00,3,CO,8,45,1,0,0,5,0,39.37,-104.87,0,0,0.5,20,1,1,1,Douglas,0,0,0,0
941,1990,8,1,8/1/1990,16:14:00,3,CO,8,52,0,0,0,0,0,39.42,-104.7,0,0,0.1,13,1,1,1,Douglas,0,0,0,0
609,1991,5,16,5/16/1991,20:30:00,3,CO,8,15,0,0,0,0,0,39.37,-104.87,0,0,0.2,10,1,1,1,Douglas,0,0,0,0
608,1991,5,16,5/16/1991,21:30:00,3,CO,8,14,0,0,0,0,0,39.37,-104.87,0,0,0.2,10,1,1,1,Douglas,0,0,0,0
637,1991,5,22,5/22/1991,18:22:00,3,CO,8,16,0,0,0,0,0,39.35,-104.88,0,0,0.2,10,1,1,1,Douglas,0,0,0,0
834,1991,6,10,6/10/1991,15:52:00,3,CO,8,50,0,0,0,0,0,39.33,-104.87,39.43,-104.87,6,50,1,1,1,Douglas,0,0,0,0
758,1994,7,15,7/15/1994,18:30:00,3,CO,8,25,1,0,0,4,0,39.52,-104.77,0,0,0.1,10,1,1,1,Douglas,0,0,0,0
347,1995,5,12,5/12/1995,19:50:00,3,CO,8,5,0,0,0,0,0,39.48,-104.77,0,0,0.2,50,1,1,1,Douglas,0,0,0,0
344,1997,6,12,6/12/1997,14:19:00,3,CO,8,10,1,0,0,0,0,39.53,-104.8,39.55,-104.77,1,50,1,1,1,Douglas,0,0,0,0
900,1997,7,28,7/28/1997,15:00:00,3,CO,8,28,1,0,0,0,0,39.52,-104.77,39.52,-104.77,0.1,50,1,1,1,Douglas,0,0,0,0
813,2002,8,29,8/29/2002,15:05:00,3,CO,8,22,0,0,0,0.1,0,39.53,-104.73,39.53,-104.73,0.1,50,1,1,1,Douglas,0,0,0,0
1220,2004,6,15,6/15/2004,14:39:00,3,CO,8,26,0,0,0,0,0,39.32,-104.87,39.32,-104.87,0.2,75,1,1,1,Douglas,0,0,0,0
1221,2004,6,15,6/15/2004,14:40:00,3,CO,8,27,0,0,0,0,0,39.37,-104.88,39.37,-104.88,0.1,50,1,1,1,Douglas,0,0,0,0
679,2006,6,22,6/22/2006,13:30:00,3,CO,8,6,0,0,0,0,0,39.25,-104.68,39.25,-104.68,0.1,50,1,1,1,Douglas,0,0,0,0
1452,2008,8,23,8/23/2008,15:02:00,3,CO,8,0,1,0,0,0.002,0,39.13,-105.11,0,0,0.3,75,1,1,1,Douglas,0,0,0,0
1460,2008,8,24,8/24/2008,17:30:00,3,CO,8,0,0,0,0,0,0,39.48,-104.82,39.48,-104.82,0.5,100,1,1,1,Douglas,0,0,0,0
1462,2008,8,24,8/24/2008,18:03:00,3,CO,8,0,0,0,0,0,0,39.38,-104.91,0,0,0.1,50,1,1,1,Douglas,0,0,0,0
572,2009,5,24,5/24/2009,15:42:00,3,CO,8,0,0,0,0,0,0,39.529,-105.03,39.529,-105.03,0.01,50,1,1,1,Douglas,0,0,0,0
911,2009,7,20,7/20/2009,23:39:00,3,CO,8,0,0,0,0,0,0,39.39,-104.85,39.39,-104.85,0.1,50,1,1,1,Douglas,0,0,0,0
387764,2012,6,6,6/6/2012,19:40:00,3,CO,8,0,0,0,0,0,0,39.41,-104.67,39.41,-104.67,0.1,50,1,1,1,Douglas,0,0,0,0
407314,2012,9,27,9/27/2012,13:19:00,3,CO,8,0,0,0,0,0,0,39.18,-104.75,39.18,-104.75,0.1,50,1,1,1,Douglas,0,0,0,0
511113,2014,6,8,6/8/2014,13:12:00,3,CO,8,0,0,0,0,0,0,39.14,-104.82,39.14,-104.82,0.1,50,1,1,1,Douglas,0,0,0,0
595769,2015,7,21,7/21/2015,14:05:00,3,CO,8,0,1,0,0,0,0,39.2681,-105.105,39.2687,-105.1,0.29,100,1,1,1,Douglas,0,0,0,0
254,1974,4,6,4/6/1974,14:35:00,3,CO,8,2,1,0,0,4,0,39.67,-106.82,0,0,0.1,33,1,1,1,Eagle,0,0,0,0
453,2004,6,30,6/30/2004,14:38:00,3,CO,8,50,0,0,0,0,0,39.65,-106.8,39.65,-106.78,0.1,15,1,1,1,Eagle,0,0,0,0
65,1951,5,17,5/17/1951,18:35:00,3,CO,8,1,0,0,0,1,0,39.33,-104.62,0,0,0.1,10,1,1,1,Elbert,35,0,0,1
405,1958,7,20,7/20/1958,13:00:00,3,CO,8,11,0,0,0,0,0,39.35,-104.6,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
233,1960,5,17,5/17/1960,16:00:00,3,CO,8,2,1,0,0,2,0,39.4,-104.48,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
235,1960,5,17,5/17/1960,17:00:00,3,CO,8,3,1,0,0,1,0,39.35,-104.45,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
563,1962,7,29,7/29/1962,12:48:00,3,CO,8,24,0,0,0,0,0,39.27,-103.87,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
597,1965,6,23,6/23/1965,18:30:00,3,CO,8,22,1,0,0,2,0,39.15,-103.8,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
474,1966,8,11,8/11/1966,20:05:00,3,CO,8,11,0,0,0,0,0,39.55,-103.98,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
345,1967,5,30,5/30/1967,20:30:00,3,CO,8,5,0,0,0,1,0,39.47,-103.93,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
430,1972,6,22,6/22/1972,17:10:00,3,CO,8,7,0,0,0,0,0,39.32,-103.75,0,0,0.1,10,1,1,1,Elbert,0,0,0,0
431,1972,6,22,6/22/1972,17:25:00,3,CO,8,8,0,0,0,0,0,39.27,-103.95,39.27,-103.7,13.1,10,1,1,1,Elbert,0,0,0,0
897,1973,9,8,9/8/1973,14:30:00,3,CO,8,9,1,0,0,0,0,39.52,-104.55,0,0,0.5,100,1,1,1,Elbert,0,0,0,0
898,1973,9,8,9/8/1973,14:30:00,3,CO,8,10,1,0,0,0,0,39.37,-104.25,0,0,0.1,50,1,1,1,Elbert,0,0,0,0
422,1976,5,25,5/25/1976,14:55:00,3,CO,8,7,0,0,0,0,0,39.18,-104.47,0,0,0.1,20,1,1,1,Elbert,0,0,0,0
409,1977,6,2,6/2/1977,13:55:00,3,CO,8,14,0,0,0,0,0,39.47,-103.95,0,0,0.2,30,1,1,1,Elbert,0,0,0,0
593,1978,7,13,7/13/1978,14:00:00,3,CO,8,12,0,0,0,2,0,39.55,-104.63,0,0,0.3,50,1,1,1,Elbert,0,0,0,0
567,1980,6,19,6/19/1980,16:15:00,3,CO,8,15,1,0,0,3,0,39.52,-104.27,39.53,-104.2,3.6,50,1,1,1,Elbert,0,0,0,0
653,1982,6,14,6/14/1982,14:50:00,3,CO,8,27,2,0,0,1,0,39.48,-104.1,0,0,2,200,1,1,1,Elbert,0,0,0,0
853,1982,8,4,8/4/1982,15:10:00,3,CO,8,52,1,0,0,1,0,39,-104.02,0,0,1,50,1,1,1,Elbert,0,0,0,0
188,1983,4,30,4/30/1983,15:45:00,3,CO,8,2,1,0,0,1,0,39.5,-104.75,0,0,1,50,1,1,1,Elbert,0,0,0,0
456,1983,6,4,6/4/1983,15:40:00,3,CO,8,9,2,0,0,5,0,39.33,-104.58,39.4,-104.33,8,200,1,1,1,Elbert,0,0,0,0
448,1984,6,3,6/3/1984,13:10:00,3,CO,8,14,1,0,0,0,0,39.47,-104.32,0,0,1,50,1,1,1,Elbert,0,0,0,0
450,1984,6,3,6/3/1984,13:42:00,3,CO,8,16,1,0,0,0,0,39.52,-104.55,0,0,1,50,1,1,1,Elbert,0,0,0,0
568,1984,6,12,6/12/1984,17:25:00,3,CO,8,22,1,0,0,0,0,39.37,-104.6,0,0,1,77,1,1,1,Elbert,0,0,0,0
570,1984,6,12,6/12/1984,18:20:00,3,CO,8,23,1,0,0,0,0,39.22,-104.43,0,0,1,50,1,1,1,Elbert,0,0,0,0
597,1984,6,13,6/13/1984,20:11:00,3,CO,8,27,1,0,0,0,0,39.27,-104.07,0,0,1,50,1,1,1,Elbert,0,0,0,0
746,1984,7,16,7/16/1984,19:40:00,3,CO,8,34,1,0,0,0,0,39.37,-104.03,0,0,1,50,1,1,1,Elbert,0,0,0,0
761,1984,8,1,8/1/1984,14:53:00,3,CO,8,35,1,0,0,0,0,39.43,-104.47,0,0,0.3,50,1,1,1,Elbert,0,0,0,0
376,1985,6,3,6/3/1985,21:38:00,3,CO,8,11,1,0,0,0,0,39.17,-104.03,0,0,2,50,1,1,1,Elbert,0,0,0,0
272,1987,6,18,6/18/1987,20:57:00,3,CO,8,9,1,0,0,0,0,39.35,-104.47,0,0,0.5,23,1,1,1,Elbert,0,0,0,0
299,1987,6,24,6/24/1987,16:42:00,3,CO,8,18,1,0,0,0,0,39.27,-103.85,0,0,0.8,50,1,1,1,Elbert,0,0,0,0
390,1987,7,7,7/7/1987,17:17:00,3,CO,8,32,1,0,0,0,0,39.5,-104.2,0,0,0.2,10,1,1,1,Elbert,0,0,0,0
349,1988,7,14,7/14/1988,16:15:00,3,CO,8,42,1,0,0,0,0,39.17,-103.88,0,0,0.5,30,1,1,1,Elbert,0,0,0,0
